10233949	0.013197808913330913	11287582	7494284	12533712	9060652	9343214
10362134	0.002497895751415739	8151305	7933109	12518224	8151305	11163673
10364381	0.00836652814785238	11158207	8151305	7595373	7933109	8200503
10364505	0.002430625241814707	9568045	10873782	8709207	11044077	9420209
10559364	0.006683077146205585	8551571	9298727	11878901	10918034	10233949
10573627	0.0038672068060104908	11121865	8553535	9557678	12533712	10873782
10712890	0.0026063559654014596	11158207	9465097	12566713	11145916	10971133
10873782	0.006616501942558272	12482659	12663788	8551571	9060658	8806551
10918034	0.002039377444335482	8178438	9811779	8551571	12663770	10971133
10971133	0.006326064136015822	9650960	14517069	9343214	12518224	12706096
11040122	0.003979367911203781	7666533	9420209	9557678	8551571	9372953
11044077	0.03917651482892659	12518224	9568045	8553535	9784363	9650960
11121865	0.0035023447657923407	10918034	11044077	9469843	12518224	9343214
11145916	0.004804743808561544	11878901	8178438	7815562	9469843	8289365
11158207	0.0059951700486826605	12560332	11289806	14517069	11160736	12482659
11160736	0.03605177882117502	12610128	11163673	12560332	10364381	12857908
11163673	0.013400392513646097	8709207	12208977	10233949	8551571	12584306
11243812	0.00514946529989092	9298727	8601783	10873782	9060652	7933109
11287582	0.05219784224389224	8709207	9420209	12610128	12560332	12663788
11289806	0.005518792119989672	12033775	9568045	8709207	11499923	7523700
11499923	0.0067374752064633045	7595373	9311816	8806551	8151305	10712890
11581419	0.008884796643702357	11287582	9420209	8709207	11160736	12610128
11602792	0.0049846556341677384	8200503	11121865	9465097	8289365	10971133
11682199	0.0022583479532510943	9568045	9636375	7778283	9060652	12518224
11878901	0.013597780343422612	9032384	9469843	8178438	8709207	8551571
11883199	0.003006632305256599	9784363	12663770	10573627	12706096	10233949
11886254	0.029350674212841953	12518224	12857908	8553535	11878901	9650960
11967289	8.876101714800852E-4	12890615	9311816	9261437	12584306	8709207
12033769	0.0030586370989639537	8525612	7778283	7523700	11581419	8957669
12033775	0.0056323090737658435	9784363	11287582	8709207	11044077	10873782
12050360	0.006204498943911908	10573627	10233949	12033769	7815562	12566713
12208977	0.002793067276794492	12033769	14517069	7561785	12663788	7491757
12482659	0.003979885903519652	11160736	9420209	8289365	7491757	12560332
12518224	0.06227781858345834	8553535	11044077	11886254	9650960	7831768
12533712	0.005995335657097629	11044077	11160736	12610128	11682199	8289365
12560332	0.02927503075024101	11160736	12610128	8709207	11287582	9650960
12566713	0.006467537709033973	9465097	12663770	11883199	10362134	11158207
12584306	0.006653167333948552	8957669	9343214	8615005	8764516	12533712
12610128	0.04813201262728529	11160736	11287582	12560332	8709207	9018146
12663770	0.004963976854671134	11160736	12663788	10559364	7745672	8973339
12663788	0.01692772985831775	11243812	9060658	8289365	11287582	12857908
12706096	0.006456276493609283	11581419	11121865	9261437	11878901	8957669
12840887	2.5956646313015036E-4	8709207	11499923	11160736	11044077	10873782
12857908	0.020706473812584583	11878901	10233949	12050360	11602792	11163673
12890615	1.7794352090563423E-4	11044077	9784363	12584306	9568045	7523700
14517069	0.004481146082292985	9568045	8764516	7595373	11044077	11145916
7491757	0.004307313192123179	9811779	11287582	12518224	11040122	7831768
7494284	0.009141609280941411	7745672	11158207	7831768	12857908	11289806
7523700	0.0062071836395409825	11287582	12518224	8709207	12857908	7745672
7561785	5.58973393446537E-4	12208977	12663788	8178438	12706096	12857908
7595373	0.005073732892605931	11289806	9018146	7831768	8709207	7933109
7666533	0.0016564073933130305	11243812	8178438	8806551	11499923	10362134
7745672	0.004935904266306059	7933109	8615005	8709207	9060652	9650960
7778283	0.0015037564085016758	8709207	8601783	7494284	9298727	8973339
7815562	0.0027387812446912664	12610128	8709207	8615005	12663788	11160736
7831768	0.018148231704796198	12518224	9650960	8553535	11886254	8709207
7933109	0.019315549405183974	8551571	10971133	8289365	11581419	9784363
8139029	0.0013463554202150525	8957669	9465097	8825715	11602792	7831768
8151305	0.018004531158247208	7494284	8825715	9650960	11160736	9032384
8178438	0.004533410552887049	8764516	8553535	8200503	8139029	9650960
8200503	0.0035788927590840397	12584306	9811779	9060658	10873782	11886254
8289365	0.014750551693334009	11160736	7491757	11044077	12663788	8553535
8525612	6.122580160908382E-4	11289806	8709207	7933109	9420209	9018146
8551571	0.01328987992460386	8151305	12610128	12663770	10233949	11499923
8553535	0.05970799444285104	8709207	12518224	11044077	9650960	11886254
8601783	0.0021920445975122556	12033775	10559364	11121865	8139029	7778283
8615005	0.004296633887050319	8601783	11682199	9060658	12033775	7666533
8709207	0.06993236975915484	8553535	11287582	7933109	12610128	12518224
8764516	0.0031361235702420617	9032384	11886254	11967289	9420209	9311816
8806551	0.004355254177747953	9811779	7745672	10362134	10559364	12050360
8825715	0.006760048026040423	12584306	9650960	7494284	11289806	9568045
8957669	0.004933845694574102	8957670	9234794	11145916	9650960	10573627
8957670	9.874584723544076E-4	9018146	12482659	11163673	9032384	8806551
8973339	0.0012952036617579342	11602792	11044077	12840887	12584306	11967289
9018146	0.022285229132546734	8709207	12610128	7523700	11160736	11287582
9032384	0.007144081390911305	12566713	11044077	12566713	8957669	8615005
9060652	0.005309955667549587	7595373	10559364	10364381	8806551	9811779
9060658	0.006286846698793284	12482659	11163673	10712890	12033769	14517069
9234794	9.874584723544076E-4	10559364	8825715	11682199	14517069	9060652
9261437	0.0014697820045488157	9465097	9343214	7831768	12566713	12857908
9298727	0.0026701650452920405	7815562	10233949	9420209	12706096	10971133
9311816	0.013476398475241966	9784363	12518224	8825715	12706096	11287582
9343214	0.006234365818109241	12706096	12533712	11160736	7494284	11145916
9372953	7.96346527083354E-4	10573627	11883199	11499923	8551571	11145916
9420209	0.015581391789991898	11287582	11040122	8709207	10559364	11581419
9465097	0.0033770638921331577	12566713	11158207	11145916	11883199	12857908
9469843	0.004382475867829674	12050360	8709207	10573627	12566713	11883199
9557678	0.0015705806207614607	8289365	11145916	11160736	12050360	11602792
9568045	0.012157492184273193	10873782	11499923	11044077	10364505	8709207
9636375	4.5244939548077373E-4	12857908	11163673	7595373	10364381	8806551
9650960	0.05665638156988278	8151305	12518224	9311816	9018146	8553535
9784363	0.016151639156537792	11044077	8709207	12033775	9811779	8289365
9811779	0.007151357284660293	11243812	11160736	7831768	11287582	12584306
